Department,JobLevel,JobRole,BusinessTravel,OverTime,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
Research & Development,2,Research Scientist,Travel_Rarely,Yes,3,4,1,4,3,1,10,3,3,2,0,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,4,3,2,10,2,3,2,0,2,No
Research & Development,3,Research Director,Non-Travel,Yes,3,3,4,1,3,2,15,2,5,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,2,1,3,2,5,2,3,2,0,2,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,3,2,2,4,1,4,2,0,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,3,3,3,3,8,4,5,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,1,3,5,6,5,2,2,0,2,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,4,1,2,3,8,3,2,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,4,1,1,3,3,1,3,2,0,2,No
Human Resources,3,Human Resources,Travel_Frequently,Yes,3,3,1,2,3,2,11,9,3,2,0,2,Yes
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,2,4,1,3,3,9,4,3,2,0,2,No
Research & Development,4,Manager,Travel_Rarely,No,3,2,1,4,1,3,21,7,3,2,0,2,No
Human Resources,2,Human Resources,Travel_Rarely,No,3,2,3,1,4,1,10,4,2,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,4,3,3,2,3,1,3,2,0,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,2,2,2,3,2,13,2,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,1,1,4,3,5,2,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,3,1,3,3,2,1,2,2,0,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,4,1,2,1,3,1,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,1,3,4,3,2,7,3,2,2,0,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,1,3,3,6,5,3,2,0,2,Yes
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,4,3,1,1,4,0,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,4,4,4,1,2,2,10,2,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,1,3,3,2,7,2,4,2,0,2,No
Sales,1,Sales Representative,Travel_Rarely,Yes,3,2,3,2,3,3,5,6,3,2,0,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,1,3,3,4,1,4,2,0,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,2,3,3,2,3,2,1,2,2,0,2,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,3,3,2,4,3,4,0,3,2,0,2,Yes
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,2,1,3,3,1,6,3,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,2,3,4,5,3,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,4,2,2,3,1,2,5,1,4,2,0,2,Yes
Sales,1,Sales Representative,Travel_Frequently,Yes,3,3,4,4,3,3,2,1,2,2,0,2,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,1,3,2,1,7,0,6,2,0,2,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,2,4,3,3,4,0,3,2,0,2,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,4,4,3,3,5,1,5,2,0,2,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,3,3,4,2,3,5,2,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,3,1,2,2,7,4,3,2,0,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,1,3,3,3,4,0,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,Yes,3,3,3,4,2,2,5,0,4,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,1,3,6,8,4,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,1,2,2,7,4,3,2,0,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,4,3,3,8,7,3,2,0,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,1,3,2,3,11,4,3,2,0,2,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,4,2,4,3,3,8,9,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,2,4,3,3,4,0,3,2,0,2,No
Research & Development,2,Laboratory Technician,Travel_Frequently,Yes,3,4,1,1,3,3,9,3,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,4,2,3,3,6,3,3,2,0,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,3,2,3,0,5,7,3,2,0,2,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,1,2,3,6,9,4,3,2,0,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,1,4,3,3,2,1,2,2,0,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,3,1,2,2,10,6,3,2,0,2,No
Sales,1,Sales Representative,Travel_Rarely,Yes,4,3,4,3,3,2,3,1,3,2,0,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,1,3,4,4,3,3,1,3,2,0,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,1,3,3,6,1,5,2,0,2,No
Research & Development,2,Healthcare Representative,Travel_Frequently,Yes,3,4,3,4,4,5,10,8,3,2,0,2,No
Research & Development,4,Manufacturing Director,Non-Travel,Yes,4,2,3,1,2,2,27,4,3,2,0,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,2,2,4,3,2,4,0,3,2,0,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,3,4,2,2,7,6,2,2,0,2,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,3,2,4,3,3,18,7,4,2,0,2,No
Research & Development,2,Healthcare Representative,Travel_Frequently,Yes,3,3,3,3,4,2,10,1,10,2,0,2,No
Research & Development,2,Research Scientist,Travel_Frequently,No,4,2,2,3,3,3,10,1,10,7,1,7,No
Research & Development,3,Manufacturing Director,Travel_Frequently,No,4,2,3,4,3,2,10,0,9,7,1,8,No
Research & Development,2,Manufacturing Director,Non-Travel,No,3,4,3,1,2,5,5,0,4,2,1,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,1,2,3,2,8,2,4,2,1,3,Yes
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,4,4,4,5,9,2,4,2,1,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,3,4,3,5,10,1,10,0,1,8,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,3,4,2,3,6,1,5,3,1,4,No
Sales,2,Sales Executive,Travel_Frequently,No,3,4,1,3,3,3,10,2,5,3,1,3,No
Sales,3,Sales Executive,Travel_Frequently,No,3,3,3,4,3,0,9,1,9,8,1,7,No
Sales,2,Sales Executive,Travel_Rarely,Yes,4,3,1,2,2,2,9,5,4,3,1,3,No
Sales,3,Sales Executive,Travel_Frequently,No,4,3,1,2,2,3,9,1,9,8,1,8,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,4,3,4,4,2,3,10,3,7,7,1,7,No
Sales,2,Sales Executive,Travel_Frequently,No,3,2,3,1,2,2,20,7,4,3,1,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,3,3,4,1,1,1,1,1,0,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,4,3,4,3,3,2,11,1,11,7,1,8,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,1,3,4,24,3,1,0,1,0,No
Research & Development,2,Research Scientist,Non-Travel,Yes,3,1,4,2,3,3,17,7,13,11,1,9,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,2,1,3,2,5,1,5,2,1,3,No
Sales,2,Sales Executive,Travel_Rarely,Yes,4,3,4,3,1,2,11,0,10,7,1,0,No
Sales,4,Sales Executive,Travel_Rarely,No,3,3,3,4,2,1,38,0,37,10,1,8,No
Research & Development,1,Laboratory Technician,Travel_Frequently,Yes,3,2,4,4,3,5,1,1,1,0,1,0,Yes
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,3,3,3,12,2,5,3,1,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,3,1,3,3,2,7,2,5,0,1,4,No
Research & Development,3,Healthcare Representative,Travel_Rarely,Yes,3,4,4,3,1,2,12,3,5,3,1,4,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,1,3,2,13,4,9,8,1,8,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,3,3,3,2,8,3,5,4,1,4,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,2,3,2,3,6,0,5,2,1,1,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,2,4,2,2,3,1,1,1,0,1,0,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,4,1,4,3,3,5,1,4,2,1,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,4,3,5,8,1,8,7,1,6,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,2,3,4,2,2,10,1,10,9,1,9,No
Research & Development,4,Healthcare Representative,Travel_Rarely,No,3,3,2,4,3,6,21,3,7,7,1,0,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,4,1,2,2,3,8,1,8,7,1,7,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,4,4,1,3,9,3,7,7,1,7,No
Research & Development,2,Manufacturing Director,Non-Travel,Yes,3,3,4,4,3,0,7,1,7,7,1,7,No
Sales,3,Sales Executive,Travel_Rarely,No,4,3,4,2,2,3,10,1,10,4,1,9,Yes
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,4,2,3,2,8,1,8,1,1,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,3,2,1,7,0,6,2,1,5,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,4,2,2,3,3,3,7,6,3,2,1,1,No
Research & Development,2,Manufacturing Director,Non-Travel,No,3,1,3,3,3,2,6,0,5,4,1,4,No
Sales,4,Manager,Travel_Rarely,Yes,4,3,4,4,3,3,22,5,17,13,1,9,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,3,1,1,4,3,13,7,9,7,1,7,Yes
Research & Development,5,Manager,Travel_Rarely,No,3,4,4,3,3,2,25,0,24,0,1,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,3,3,1,6,1,6,5,1,5,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,2,2,3,4,2,6,0,5,4,1,4,Yes
Research & Development,2,Healthcare Representative,Non-Travel,No,3,4,1,2,3,2,6,1,6,3,1,5,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,3,4,4,4,3,1,3,2,1,0,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,4,3,2,3,1,6,6,1,6,5,1,4,No
Research & Development,5,Research Director,Travel_Rarely,No,3,3,2,1,2,4,28,3,10,4,1,6,No
Research & Development,4,Research Director,Travel_Rarely,Yes,3,3,3,3,2,5,21,3,5,3,1,3,No
Human Resources,2,Human Resources,Travel_Rarely,No,3,2,1,1,3,1,9,3,2,2,1,0,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,4,3,3,5,9,0,8,7,1,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,4,3,3,13,4,7,7,1,7,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,4,3,2,11,1,10,8,1,9,No
Research & Development,5,Research Director,Travel_Rarely,No,3,3,3,4,3,2,21,4,3,2,1,1,No
Sales,2,Sales Executive,Non-Travel,Yes,3,3,2,3,3,0,6,0,5,4,1,4,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,2,4,3,2,7,1,7,7,1,7,No
Human Resources,1,Human Resources,Travel_Rarely,Yes,3,3,3,3,3,5,4,0,3,2,1,0,No
Sales,3,Sales Executive,Travel_Frequently,No,3,2,4,1,3,2,16,4,13,9,1,12,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,4,3,4,3,3,10,3,7,7,1,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,4,4,3,2,20,6,4,3,1,3,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,3,3,3,6,8,2,6,4,1,0,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,4,3,5,8,7,5,4,1,3,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,4,2,3,3,5,1,5,4,1,3,No
Research & Development,5,Manager,Travel_Frequently,Yes,3,3,3,2,3,3,21,1,21,8,1,6,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,1,3,3,2,10,1,10,0,1,8,No
Research & Development,4,Manager,Travel_Rarely,No,3,3,4,4,1,2,31,2,5,2,1,4,No
Sales,1,Sales Representative,Travel_Rarely,Yes,3,3,2,1,3,4,6,1,5,3,1,4,Yes
Sales,1,Sales Representative,Travel_Frequently,No,3,1,3,4,2,3,3,0,2,2,1,0,Yes
Sales,5,Manager,Travel_Rarely,No,3,3,3,3,3,2,21,0,20,15,1,12,No
Research & Development,1,Laboratory Technician,Non-Travel,No,3,3,4,3,1,3,9,4,5,3,1,4,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,2,3,4,2,6,5,2,2,1,1,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,1,4,1,3,2,8,7,4,3,1,3,Yes
Sales,2,Sales Executive,Non-Travel,No,3,3,4,4,3,3,16,7,14,3,1,10,No
Human Resources,1,Human Resources,Travel_Frequently,Yes,3,3,3,2,2,2,8,0,7,7,1,0,Yes
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,4,4,2,3,3,6,1,6,5,1,4,No
Sales,2,Sales Executive,Travel_Rarely,No,4,3,2,1,4,5,6,1,5,3,1,4,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,2,4,2,3,3,6,1,6,5,1,3,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,3,4,2,3,17,4,3,0,1,0,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,4,1,3,0,5,0,4,2,1,1,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,3,4,3,5,1,1,1,0,1,1,Yes
Sales,2,Sales Executive,Travel_Frequently,Yes,3,3,3,2,3,4,18,3,4,3,1,3,Yes
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,4,4,2,2,4,10,0,9,7,1,8,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,4,3,2,20,2,7,7,1,7,No
Sales,3,Sales Executive,Travel_Frequently,Yes,4,2,1,4,3,2,20,5,18,13,1,12,No
Research & Development,4,Research Director,Travel_Rarely,No,3,4,3,3,3,3,32,3,5,1,1,3,No
Research & Development,3,Manufacturing Director,Travel_Frequently,No,4,3,1,4,2,4,9,1,9,7,1,7,No
Research & Development,1,Laboratory Technician,Non-Travel,No,3,1,3,1,3,5,9,2,5,2,1,4,No
Research & Development,4,Healthcare Representative,Travel_Rarely,No,3,3,4,3,2,1,30,7,10,7,1,1,No
Sales,4,Manager,Travel_Rarely,No,3,2,1,3,4,3,34,1,34,6,1,16,No
Sales,2,Sales Executive,Travel_Rarely,No,4,3,4,3,2,5,6,1,6,5,1,4,No
Sales,2,Sales Executive,Travel_Frequently,Yes,3,4,3,2,3,2,8,4,5,4,1,3,Yes
Sales,2,Sales Executive,Travel_Rarely,No,4,3,4,4,3,5,6,1,6,5,1,4,No
Research & Development,5,Manager,Travel_Rarely,Yes,3,3,1,4,3,2,24,5,5,2,1,4,Yes
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,3,2,2,3,11,4,8,7,1,1,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,4,2,3,2,10,2,4,2,1,3,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,3,1,4,3,4,9,9,5,3,1,4,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,4,3,3,3,5,0,4,2,1,1,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,1,3,3,3,6,1,6,5,1,3,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,4,3,3,4,3,3,9,8,5,2,1,4,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,2,4,3,3,3,6,1,5,2,1,3,No
Research & Development,4,Research Director,Travel_Rarely,No,4,3,1,2,3,3,22,6,4,1,1,0,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,4,3,3,3,4,3,17,3,8,5,1,6,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,2,3,3,3,2,8,1,8,7,1,7,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,1,3,2,3,6,1,6,5,1,1,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,4,3,3,2,3,9,5,5,3,1,3,No
Research & Development,2,Laboratory Technician,Travel_Rarely,Yes,3,4,4,3,2,1,17,2,5,3,1,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,1,4,2,2,1,10,4,7,7,1,0,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,2,2,3,3,1,1,1,0,1,0,No
Research & Development,3,Laboratory Technician,Travel_Rarely,No,3,3,2,1,2,3,29,4,26,9,1,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,4,2,3,3,6,0,5,0,1,4,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,3,3,3,5,1,5,2,1,0,No
Sales,2,Sales Executive,Non-Travel,Yes,3,3,4,3,3,1,6,1,5,3,1,3,No
Research & Development,4,Research Director,Travel_Rarely,No,4,3,4,4,2,1,32,9,5,4,1,3,No
Research & Development,4,Manufacturing Director,Travel_Rarely,Yes,3,3,3,4,3,2,22,3,12,11,1,5,No
Research & Development,3,Research Director,Travel_Rarely,Yes,3,4,1,2,2,4,9,0,8,7,1,7,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,4,4,4,3,2,8,1,8,7,1,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,1,1,2,2,3,4,1,4,3,1,1,No
Sales,4,Manager,Travel_Rarely,No,3,3,4,4,4,4,26,3,9,3,1,1,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,2,3,1,3,5,5,1,5,3,1,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,1,3,2,6,1,1,1,0,1,0,Yes
Research & Development,2,Research Scientist,Travel_Rarely,Yes,4,2,1,4,3,2,19,8,16,13,1,7,No
Research & Development,3,Healthcare Representative,Non-Travel,No,3,2,1,2,2,2,10,1,10,7,1,9,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,1,1,3,2,6,1,5,3,1,3,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,3,3,2,4,20,0,19,9,1,9,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,3,3,4,4,10,3,8,7,1,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,4,3,3,1,11,4,7,5,1,7,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,3,2,4,2,3,10,0,9,7,1,7,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,2,4,2,2,8,0,7,5,1,1,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,4,3,3,2,9,7,6,2,1,3,No
Sales,2,Sales Executive,Travel_Rarely,No,4,3,3,2,2,3,6,1,6,5,1,3,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,3,3,1,2,6,1,5,4,1,4,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,2,4,3,9,7,6,4,1,5,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,3,4,3,2,10,6,8,0,1,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,3,3,3,3,10,1,10,3,1,4,No
Sales,2,Sales Executive,Travel_Rarely,No,3,1,3,1,2,2,7,8,4,3,1,3,Yes
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,1,4,2,2,2,6,0,5,4,1,3,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,3,2,3,2,5,1,5,4,1,4,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,1,3,3,2,15,3,7,7,1,7,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,1,3,3,3,4,7,1,7,7,1,7,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,4,4,2,3,12,2,6,3,1,4,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,4,4,2,3,3,12,0,11,7,1,9,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,2,2,4,2,7,7,5,1,1,3,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,3,3,4,5,0,4,3,1,1,No
Research & Development,3,Manufacturing Director,Travel_Frequently,No,3,3,3,4,1,2,33,7,5,4,1,4,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,1,3,3,2,10,1,10,9,1,8,No
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,4,3,3,2,6,1,6,0,1,0,No
Research & Development,4,Research Director,Travel_Rarely,No,3,2,4,4,2,2,9,3,7,7,1,7,No
Sales,1,Sales Representative,Travel_Frequently,Yes,3,1,4,3,3,4,1,1,1,0,1,0,Yes
Sales,5,Manager,Travel_Rarely,Yes,3,1,2,1,3,2,26,2,24,10,1,11,Yes
Human Resources,2,Human Resources,Travel_Frequently,No,3,2,2,3,4,5,14,4,10,9,1,8,No
Research & Development,2,Manufacturing Director,Non-Travel,Yes,3,3,3,3,3,3,10,7,8,4,1,7,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,3,4,3,3,10,1,10,4,1,1,Yes
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,3,4,3,0,10,3,7,7,1,7,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,2,2,4,3,2,9,2,5,4,1,0,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,3,1,3,6,9,0,8,7,1,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,4,4,2,0,10,0,9,7,1,6,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,1,3,3,2,10,0,9,3,1,7,No
Research & Development,2,Research Scientist,Travel_Frequently,Yes,3,3,3,3,3,3,9,1,9,6,1,1,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,2,3,3,11,3,7,7,1,7,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,4,1,4,2,8,3,5,4,1,4,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,3,3,3,2,8,7,6,4,1,3,No
Research & Development,2,Research Scientist,Travel_Rarely,Yes,3,2,3,1,1,3,20,1,20,7,1,8,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,4,1,3,2,5,0,4,3,1,1,No
Research & Development,2,Laboratory Technician,Travel_Frequently,No,4,2,1,1,3,2,20,3,4,3,1,3,Yes
Research & Development,5,Research Director,Travel_Rarely,Yes,4,3,1,4,3,3,32,3,9,8,1,5,No
Research & Development,4,Research Director,Travel_Rarely,No,3,3,2,1,4,3,9,3,3,2,1,0,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,1,4,3,2,10,5,4,3,1,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,2,4,3,6,0,5,0,1,4,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,2,4,1,2,2,10,1,10,4,1,8,No
Research & Development,1,Laboratory Technician,Non-Travel,No,3,4,3,3,1,2,7,0,6,5,1,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,1,1,4,3,5,2,3,2,1,0,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,4,3,4,6,0,5,4,1,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,4,2,3,6,1,5,2,1,3,No
Human Resources,1,Human Resources,Travel_Rarely,No,4,3,3,3,4,3,6,0,5,3,1,3,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,1,3,3,5,5,0,4,2,1,3,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,1,2,3,2,2,8,1,8,6,1,7,No
Research & Development,4,Manager,Travel_Frequently,No,4,3,4,2,3,2,26,3,14,9,1,12,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,4,1,3,15,3,5,4,1,0,Yes
Sales,3,Sales Executive,Travel_Rarely,No,3,3,2,3,3,3,9,3,4,2,1,3,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,2,4,3,3,4,34,0,33,7,1,9,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,2,3,3,2,7,4,5,2,1,4,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,1,2,3,3,10,1,10,9,1,5,No
Research & Development,2,Healthcare Representative,Travel_Frequently,No,3,3,4,1,4,0,6,1,6,4,1,3,No
Research & Development,1,Research Scientist,Non-Travel,Yes,3,2,3,2,2,2,4,1,4,2,1,3,No
Research & Development,5,Research Director,Travel_Rarely,Yes,3,3,4,2,2,4,23,0,22,7,1,10,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,2,2,2,3,6,1,6,4,1,1,No
Research & Development,2,Laboratory Technician,Travel_Rarely,Yes,3,1,1,3,3,3,10,1,10,7,1,4,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,3,3,3,3,2,7,9,3,2,1,1,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,3,2,3,10,1,9,6,1,4,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,4,1,2,3,2,16,1,16,15,1,10,No
Human Resources,5,Manager,Travel_Rarely,No,3,3,3,4,3,2,27,3,5,2,1,0,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,4,1,3,2,6,1,6,3,1,3,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,3,3,3,2,8,9,5,2,1,4,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,4,3,2,4,3,3,7,4,5,4,1,0,No
Research & Development,3,Research Director,Travel_Rarely,No,3,2,1,4,3,3,19,5,14,11,1,11,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,2,1,3,4,15,2,4,3,1,3,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,2,4,2,4,10,0,9,5,1,6,No
Sales,2,Sales Executive,Travel_Frequently,No,3,1,4,3,2,2,6,1,6,3,1,3,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,2,4,1,4,2,6,0,5,4,1,4,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,3,1,2,3,10,6,5,2,1,3,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,4,3,4,4,2,3,9,2,5,4,1,4,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,3,2,5,6,1,6,2,1,4,No
