Month,Category,Budget,Actual,Savings
28 September 2019,Investments,2942.05,1794.53,1186.49
19 July 2021,Investments,2713.93,2973.05,660.35
28 October 2019,Investments,3141.09,2463.85,2806.46
31 January 2019,Investments,2887.66,4402.53,196.28
30 June 2019,Investments,2936.09,3449.51,636.43
15 April 2022,Investments,2567.06,2872.3,758.92
11 November 2022,Investments,2181.01,4430.98,472.93
27 November 2019,Investments,2662.77,2656.43,2760.47
25 February 2020,Investments,4010.12,693.73,6589.66
21 November 2020,Investments,2656.97,2656.71,1567.02
12 September 2022,Investments,2848.22,2453.77,3831.54
11 November 2022,Investments,2864.14,3215.2,418.65
06 November 2023,Investments,3386.44,2540.26,2629.13
01 May 2019,Investments,2680.2,5495.2,506.28
22 September 2020,Investments,2797.13,3476.18,1235.25
20 May 2021,Investments,2844.99,3509.3,1167.31
16 December 2021,Investments,2517.83,3075.61,1833.27
11 December 2022,Investments,2641.02,4217.3,616.22
09 July 2023,Investments,2531.1,2141.09,1713.44
01 January 2019,Investments,2906.09,2480.44,777.73
28 October 2019,Investments,1804.6,2927.23,360.69
27 December 2019,Investments,2274.25,3119.95,2608.97
19 July 2021,Investments,2848.76,3001.41,1598.58
19 July 2021,Investments,3896.14,2928.87,421.3
14 February 2022,Investments,3206.36,2627.91,1412.6
15 May 2022,Investments,3560.53,2227.33,1167.15
12 September 2022,Investments,2679.18,4007.09,807.81
10 January 2023,Investments,2878.46,3395.15,2211.1
10 May 2023,Investments,3599.7,3707.37,549.73
02 March 2019,Investments,2001.96,1112.14,2590.4
20 January 2021,Investments,2687.59,4356.18,928.75
01 April 2019,Investments,2598.28,3132.34,97.62
26 January 2020,Investments,3393.59,2901.58,1172.56
24 June 2020,Investments,3246.55,2543.71,709.83
15 April 2022,Investments,1701.97,2785.96,1488.67
09 June 2023,Investments,2697.98,2423.03,943.78
30 July 2019,Investments,1707.87,3157.77,1158.67
28 October 2019,Investments,2385.15,3706.63,1596.86
27 December 2019,Investments,2190.87,2096.54,168.34
19 February 2021,Investments,2416.09,2050.47,1072.63
15 January 2022,Investments,3264.37,2980.67,228.21
08 August 2023,Investments,2280.95,3353.63,298.54
30 June 2019,Investments,2629.67,2591.83,1751.86
28 October 2019,Investments,2363.89,3005.7,1837.08
20 January 2021,Investments,2362.42,3401.22,1036.66
20 May 2021,Investments,2697.23,2900.26,173.27
19 June 2021,Investments,2955.42,2890.4,1602.18
19 July 2021,Investments,2024.7,1017.04,3736.72
17 September 2021,Investments,2081.31,2220.67,2505.35
16 December 2021,Investments,2022.33,3165.47,1131.68
09 June 2023,Investments,2720.17,2492.74,1987.93
08 August 2023,Investments,2883.64,3739.58,753.95
02 March 2019,Investments,2204.68,2658.08,1242.73
01 April 2019,Investments,2491.69,2104.88,3899.8
26 March 2020,Investments,3418.06,1793.93,1419.33
21 November 2020,Investments,2058.71,3624,419.8
21 December 2020,Investments,3732.76,3037.56,3469.21
09 July 2023,Investments,3573.82,1940.35,3505.71
11 November 2022,Investments,1805.49,2324.62,2723.3
10 May 2023,Investments,2892.49,3358.25,871.74
08 August 2023,Investments,3434.23,2312.55,4158.98
01 January 2019,Investments,2887.71,3000.73,348.12
31 May 2019,Investments,3137.3,2244.08,2522.66
30 June 2019,Investments,2693.28,1513.48,2876.14
29 August 2019,Investments,2494.09,2071.57,3032.39
24 June 2020,Investments,2404.92,2526.37,1379.4
24 July 2020,Investments,2028.29,2579.09,3156.51
20 April 2021,Investments,3256.95,1993.4,3082.56
16 March 2022,Investments,2243.17,3645.15,1172.61
15 April 2022,Investments,3277.53,2376.96,1540.85
31 January 2019,Investments,3457.16,2900.19,1523.22
30 June 2019,Investments,2819.8,2495.46,2423.16
20 January 2021,Investments,1882.96,2302.99,452.46
20 May 2021,Investments,3611.01,3986.25,357.4
15 April 2022,Investments,2635.51,3928.08,574.1
13 August 2022,Investments,2989.43,2506.97,1452.16
02 March 2019,Investments,3144.8,4119.83,900.54
27 December 2019,Investments,3083.67,1756.35,2506.78
23 August 2020,Investments,2544.63,3308.35,597.83
19 July 2021,Investments,2668.49,2910.4,1346.64
16 December 2021,Investments,2869.68,2785.44,1271.19
16 March 2022,Investments,3173.99,3110.89,926.75
14 June 2022,Investments,3127.71,3352.44,1788.37
10 May 2023,Investments,3456.97,3233.03,1459.7
07 October 2023,Investments,2763.64,3022.15,1810.17
30 July 2019,Investments,2375.16,2995.05,2035.27
15 April 2022,Investments,3129.72,2796.9,1768.72
10 April 2023,Investments,2967,2343.29,1962.99
29 August 2019,Investments,2315.08,3491.93,1216.75
26 March 2020,Investments,2143.61,1964.02,3535.18
23 August 2020,Investments,2822.84,2737.46,3452.59
21 December 2020,Investments,2878.47,3929.67,351.91
19 June 2021,Investments,1988.35,2667.59,1011.85
17 October 2021,Investments,3298.25,3363.98,1645.69
11 December 2022,Investments,2655.32,3384.18,1831.44
20 April 2021,Investments,2879.33,3353.56,130.72
19 June 2021,Investments,2901.53,2304.51,1708.07
07 September 2023,Investments,3361.34,3202.1,1886.65
06 November 2023,Investments,3333.43,3634.79,1072.95
25 February 2020,Investments,2758.25,2542.02,1111.01
22 September 2020,Investments,2149.25,3335.6,863.42
19 June 2021,Investments,1768.89,3081.99,977.18
12 September 2022,Investments,2381.75,1650,3408.25
22 October 2020,Investments,2541.87,3543.86,813.66
20 April 2021,Investments,2831.12,2634.8,2140.73
15 April 2022,Investments,2152.56,2849.22,741.46
19 June 2021,Investments,3204.47,1695.2,2433.61
14 June 2022,Investments,2916.43,3301.02,2139.4
11 November 2022,Investments,2763.03,2570.82,2296.03
26 March 2020,Investments,2431.95,4386.94,1545.43
11 December 2022,Investments,3031.17,2548.79,1268.21
09 June 2023,Investments,2414.7,2852.62,3483.25
29 August 2019,Investments,3538.39,2346.07,1697.3
12 September 2022,Investments,2807.24,2370.17,2092.08
11 November 2022,Investments,2755.62,2967.77,650.75
19 February 2021,Investments,2452.14,2548.07,1236
30 July 2019,Investments,2692.09,596.25,3807.4
27 December 2019,Investments,3385.31,3573.26,188.74
16 November 2021,Investments,2769.65,3811.21,1135.38
10 May 2023,Investments,1688.49,2125.43,2564.08
07 October 2023,Investments,2098.94,3452.36,559.79
27 December 2019,Investments,1800.28,2796.79,1644.32
24 June 2020,Investments,1515.55,2022.47,4878.92
24 July 2020,Investments,2973.19,2048.98,463.1
18 August 2021,Investments,2926.85,1485.48,2295.58
07 September 2023,Investments,2555.46,1843.03,866.7
01 January 2019,Investments,3292.83,3030,1071.23
01 April 2019,Investments,2222.7,3996,789.37
28 September 2019,Investments,2816.06,3186.99,1047.69
21 December 2020,Investments,2791.13,3809.51,840.11
15 January 2022,Investments,3482.33,1902.72,1145.47
14 February 2022,Investments,3181.53,3652.85,997.21
16 March 2022,Investments,2312.35,2473.39,2385.3
10 May 2023,Investments,2915.82,3742.02,869.38
31 May 2019,Investments,2407.37,3027.11,340.56
26 January 2020,Investments,2756.09,3040.58,410.64
24 July 2020,Investments,1763.57,3992.8,304.11
07 October 2023,Investments,3530.29,2191.78,3254.68
28 September 2019,Investments,2793.18,3541.71,559.91
15 May 2022,Investments,3108.02,2647.38,2221.73
31 January 2019,Investments,3373.64,3678.6,449.39
31 May 2019,Investments,3107.3,1489.52,2399.69
25 April 2020,Investments,2780.81,2372.88,1146.94
20 January 2021,Investments,3025.72,3997.32,463.9
21 March 2021,Investments,2643.01,3734.16,1605.57
18 August 2021,Investments,2338.37,3533.87,29.21
14 February 2022,Investments,2591.93,1267.44,2445.71
01 January 2019,Investments,2376.08,3065.76,1220.77
24 June 2020,Investments,3248.17,3063.83,2413.5
23 August 2020,Investments,2411.57,2403.93,3561.73
16 November 2021,Investments,2418.95,3049.53,1531.3
31 January 2019,Investments,3292.51,1696.8,3321.04
01 April 2019,Investments,2978.26,2727.35,505.58
30 July 2019,Investments,2331.12,4041.03,346.03
22 September 2020,Investments,3042.72,3488.95,340.08
17 October 2021,Investments,2874.13,2548.5,1622.72
16 November 2021,Investments,3252.83,2294.03,2840.1
10 January 2023,Investments,2326.49,3324.14,1033.78
09 June 2023,Investments,2351.54,1317.78,4504.11
24 July 2020,Investments,2732.74,1657.71,1759.06
16 March 2022,Investments,3225.8,3800.74,1423.06
14 June 2022,Investments,3381.87,1856.36,2885.17
09 June 2023,Investments,3289,3945.64,2202.64
20 April 2021,Investments,3309.37,1078.69,2302.34
10 January 2023,Investments,3211.06,3752.07,1275.51
31 January 2019,Investments,3112.42,2136.8,69.86
19 July 2021,Investments,2425.41,2078.61,1531.24
11 March 2023,Investments,2894.65,1993.64,3465
19 February 2021,Investments,2390.84,2668.89,1086.4
21 March 2021,Investments,2803.2,3111.95,623.62
20 April 2021,Investments,2632.95,3242.59,1474.04
19 July 2021,Investments,3542.76,2626.44,2606
14 June 2022,Investments,3616.31,3344.1,315.4
11 March 2023,Investments,2998.79,2853.01,2576.92
02 March 2019,Investments,2399.68,2845.98,105.88
31 May 2019,Investments,2529.99,3129.47,1615.38
25 April 2020,Investments,2370.91,2830.48,2157.45
19 July 2021,Investments,3221.31,3054.13,1376.4
02 March 2019,Investments,2077.18,2670.41,131.2
22 October 2020,Investments,3616.63,3036.63,1229.67
21 December 2020,Investments,3235.17,2409.59,809.88
17 September 2021,Investments,2541.13,1986.99,599.76
15 April 2022,Investments,2415.92,3183.98,479.07
25 April 2020,Investments,3757.28,2411.48,986.2
22 October 2020,Investments,2446.83,1944.31,2756.84
20 April 2021,Investments,3437.07,3477.82,1395.18
11 November 2022,Investments,2116.16,1162.32,3981.9
07 October 2023,Investments,2864.57,4533.26,1546.27
24 July 2020,Investments,2765.1,2119.47,1422.83
22 September 2020,Investments,3373.01,3776.52,1413.31
19 July 2021,Investments,2880.33,3449.86,265.45
12 October 2022,Investments,2709.53,2707.01,2437.67
06 November 2023,Investments,1480.23,3650.01,1133.38
29 August 2019,Investments,2489.24,3009.93,648.31
25 May 2020,Investments,3748.59,2382.51,2179.45
14 February 2022,Investments,2097.5,2703,1399.03
14 July 2022,Investments,1825.61,3210.39,1681.37
30 June 2019,Investments,2919.34,2118.51,1212.64
27 December 2019,Investments,3172.58,2130.07,2689.31
20 January 2021,Investments,1659.19,2288.66,1984.58
20 April 2021,Investments,3674.57,2333.81,3314.63
09 February 2023,Investments,2445.77,2937.3,2776.43
24 June 2020,Dining Out,3122.47,3523.56,173.75
21 March 2021,Dining Out,2185.71,2246.36,3796.15
21 November 2020,Dining Out,2975.45,2937.27,344.5
14 February 2022,Dining Out,2453.8,2792.7,1004.36
15 April 2022,Dining Out,2929.87,3013.09,1940.64
11 March 2023,Dining Out,3441.53,3844.56,953.42
01 January 2019,Dining Out,2979.66,2314.4,263.78
26 January 2020,Dining Out,2223.5,3348.09,671.52
19 February 2021,Dining Out,3274.45,3321.43,594.67
18 August 2021,Dining Out,2597.95,2608.6,943.49
15 January 2022,Dining Out,3389,2896.18,1328.78
16 March 2022,Dining Out,2719.29,2721.35,2878.35
15 April 2022,Dining Out,2487.54,3669.69,478.78
13 August 2022,Dining Out,2793.03,3003.42,594.97
09 July 2023,Dining Out,3216.31,2501.94,2998.62
06 November 2023,Dining Out,2635.18,4121.99,459.93
01 April 2019,Dining Out,3193.98,3425.31,1295.8
30 June 2019,Dining Out,2300.44,3606.88,190.19
26 March 2020,Dining Out,2418.21,3565.49,1394.87
14 July 2022,Dining Out,2623.14,2585.7,2159.76
13 August 2022,Dining Out,2917.38,2712.34,2108.03
12 October 2022,Dining Out,2880,3775.28,1421.5
18 August 2021,Dining Out,2955.47,3876.22,37.73
01 April 2019,Dining Out,2581.08,3943.51,427.03
26 March 2020,Dining Out,2834.98,2616.74,697.75
15 April 2022,Dining Out,2273.71,3057.07,1243.13
06 November 2023,Dining Out,2455.71,2188.63,2572.14
30 June 2019,Dining Out,3316.72,1403.25,1958.07
24 July 2020,Dining Out,2154.22,4442.22,1413.38
23 August 2020,Dining Out,1934.72,3577.41,555.32
19 July 2021,Dining Out,3060.25,3184.21,792.33
15 May 2022,Dining Out,2595.98,2217.87,1778.94
12 October 2022,Dining Out,2887.99,3268.22,399.62
09 June 2023,Dining Out,3112.39,3236.55,772.89
07 September 2023,Dining Out,2743.04,3612.94,369.92
02 March 2019,Dining Out,2904.43,3125.99,626.86
29 August 2019,Dining Out,3080.03,2710.1,1027.12
19 June 2021,Dining Out,3297.79,3614.64,27.28
15 May 2022,Dining Out,3099.22,2855.03,1836.18
18 August 2021,Dining Out,2042.97,2714.58,276.35
11 November 2022,Dining Out,1992.49,2987.21,373.38
23 August 2020,Dining Out,1617.47,2924.79,2074.92
21 March 2021,Dining Out,2711.57,3376.66,689.34
19 June 2021,Dining Out,3665.75,3000.03,826.05
17 September 2021,Dining Out,2908.44,3100.35,701.79
28 September 2019,Dining Out,3403.05,2102.76,51.17
25 April 2020,Dining Out,2764.38,1359.84,3342.52
17 October 2021,Dining Out,2660.53,2515.06,593.52
15 May 2022,Dining Out,2418.28,3416.73,1921.54
11 November 2022,Dining Out,2399.13,1873.07,2006.69
06 November 2023,Dining Out,3372.32,2634.49,4451.28
01 April 2019,Dining Out,3012.24,3072.94,1107.23
29 August 2019,Dining Out,2875.84,3691.65,1161.44
31 May 2019,Dining Out,2408.95,3624.26,2758.38
27 December 2019,Dining Out,2000.32,2486.14,1037.63
25 May 2020,Dining Out,2643.11,3167.81,713.68
15 January 2022,Dining Out,2486.3,2425.12,1029.05
01 May 2019,Dining Out,2467.16,2735.66,2825.21
30 July 2019,Dining Out,2885.79,3260.39,1513.4
23 August 2020,Dining Out,3227.5,2346.82,508.11
13 August 2022,Dining Out,2897.41,1418.84,2579.43
10 May 2023,Dining Out,2737.91,2861.93,1671.7
06 November 2023,Dining Out,3164.19,2690.71,385.88
29 August 2019,Dining Out,2318.06,3200.29,281.97
25 February 2020,Dining Out,2364.88,2632.55,2626.44
25 April 2020,Dining Out,2415.9,3911.52,3.37
20 January 2021,Dining Out,2070.83,1754.01,1253.27
01 May 2019,Dining Out,2845.22,1671.02,2630.36
14 June 2022,Dining Out,2361.78,2762.38,352.77
09 July 2023,Dining Out,2376.83,3501.91,1317.61
01 May 2019,Dining Out,2309.95,1897.87,2333.64
25 April 2020,Dining Out,2985.75,3558.11,600.97
24 June 2020,Dining Out,3639.39,1722.57,932.47
23 August 2020,Dining Out,3409.86,2935.32,1166.53
29 August 2019,Dining Out,2888.43,2606.32,2657.22
25 April 2020,Dining Out,1888.02,2404.56,2034.02
09 June 2023,Dining Out,2498.59,2794.36,1273.16
02 March 2019,Dining Out,3361.76,3351.32,1050.31
19 February 2021,Dining Out,2764.32,3324.02,2636.15
11 March 2023,Dining Out,2812.22,2798.32,1218.34
28 September 2019,Dining Out,3276.37,2207.13,2876.14
27 November 2019,Dining Out,3033.07,2396.09,2897.19
25 February 2020,Dining Out,2435.11,3463.34,1394.35
09 June 2023,Dining Out,2947.47,2394.88,3346.78
31 May 2019,Dining Out,3047.8,3843.57,825.92
30 June 2019,Dining Out,2494.99,2719.12,874.12
28 October 2019,Dining Out,2895.03,2462.15,1766.21
12 September 2022,Dining Out,3058.81,3695.58,2184.45
11 March 2023,Dining Out,2164.24,3037.69,1271.9
10 May 2023,Dining Out,3257.97,2993.79,551.22
09 June 2023,Dining Out,2142.29,4506.68,454.66
28 October 2019,Dining Out,3528.81,2484.08,1411.88
20 April 2021,Dining Out,3041.6,2559.47,867.89
11 December 2022,Dining Out,3329.33,3070.05,246.66
06 November 2023,Dining Out,2546.52,4312.92,792.86
31 May 2019,Dining Out,3207.88,2432.64,2739.82
29 August 2019,Dining Out,2057.15,3667.52,1733.77
25 February 2020,Dining Out,3126.04,3911.36,265.83
22 September 2020,Dining Out,3136.32,3269.79,64.92
19 February 2021,Dining Out,3458.59,797.11,3865.99
19 July 2021,Dining Out,3145.14,3367.77,845.97
14 July 2022,Dining Out,3538.52,2443.64,891.74
10 May 2023,Dining Out,3455.02,1449.66,2289.95
01 January 2019,Dining Out,3268.39,2408,2199.04
21 November 2020,Dining Out,2926.77,1533.49,2351.04
19 February 2021,Dining Out,3709.59,3712.6,763.13
17 September 2021,Dining Out,1836.01,2775.44,980.04
14 July 2022,Dining Out,2963.63,3651.18,833.53
29 August 2019,Dining Out,2765.32,2819.94,1525.19
26 January 2020,Dining Out,2693.97,3498.61,1309.72
23 August 2020,Dining Out,3065.44,3021.5,1069.23
21 March 2021,Dining Out,3407.11,2183.36,1967.44
16 December 2021,Dining Out,2974.01,3008.81,600.73
13 August 2022,Dining Out,2814.53,2286.35,1436.14
19 July 2021,Dining Out,3018.73,2719.67,2194.87
14 June 2022,Dining Out,2767.35,2392.11,1506.1
08 August 2023,Dining Out,2574.65,2458.82,321.06
21 March 2021,Dining Out,2807.31,3178.58,1366.1
15 May 2022,Dining Out,3251.07,2785.84,1353.5
11 November 2022,Dining Out,2752.33,2624.57,1074.06
07 October 2023,Dining Out,2564.35,2684.72,1023.44
02 March 2019,Dining Out,2673.81,2701.92,220.28
22 October 2020,Dining Out,2969.1,2735.61,2019.37
17 October 2021,Dining Out,3586.82,2336.39,2883.27
14 July 2022,Dining Out,3381.34,1755.22,1655.77
31 May 2019,Dining Out,2609.58,3338.3,608.85
30 July 2019,Dining Out,2391.5,2511.13,603.56
16 November 2021,Dining Out,2563.88,2954.33,769.78
14 February 2022,Dining Out,2440.27,2677.31,3059.95
12 October 2022,Dining Out,2030.89,2834.72,1129.77
10 May 2023,Dining Out,2949.09,2968.09,677.49
06 November 2023,Dining Out,3253.34,2055.75,2198.22
29 August 2019,Dining Out,2095.87,2769.09,1393.07
15 May 2022,Dining Out,3208.68,4054.06,1071.76
10 January 2023,Dining Out,2498.62,2765.28,502.41
28 October 2019,Dining Out,2901.28,2947.55,820.37
25 April 2020,Dining Out,3200.6,2698.77,1023.4
21 March 2021,Dining Out,2630.59,2783.31,96.92
08 August 2023,Dining Out,3059.61,2557.1,3683.7
01 May 2019,Dining Out,3136.84,1743.03,2505.22
28 October 2019,Dining Out,2704.81,3409.88,24.25
27 November 2019,Dining Out,3241.04,2224.71,1596.63
27 December 2019,Dining Out,3020.86,4413.32,88.36
22 September 2020,Dining Out,2320.71,3033.59,150.29
20 January 2021,Dining Out,2839.65,3338.27,957.57
16 March 2022,Dining Out,1921.08,2931.84,389.23
12 September 2022,Dining Out,3657.2,1019.39,2984.72
28 September 2019,Dining Out,2632.84,2417.67,963.39
27 November 2019,Dining Out,2426.75,1759.04,1472.45
22 September 2020,Dining Out,2866.02,2241.96,1410.85
16 March 2022,Dining Out,2031.86,2009.89,2943.06
11 November 2022,Dining Out,3496.25,3055.96,2236.83
28 October 2019,Dining Out,2828.63,2592.6,11.43
26 January 2020,Dining Out,2679.78,1037.77,3202.17
21 March 2021,Dining Out,3333.08,3486.68,1137.51
09 June 2023,Dining Out,3128.55,2760.33,1694
01 January 2019,Dining Out,2901.81,2881.49,3920.92
16 March 2022,Dining Out,2943.29,3702.41,521.87
14 July 2022,Dining Out,3100.33,1785.56,1720.54
09 February 2023,Dining Out,3446.86,2721.36,776.76
01 May 2019,Dining Out,3184.69,2357.02,3584.67
31 May 2019,Dining Out,2822.82,3630.21,2938.32
24 June 2020,Dining Out,2841.99,3315.82,1271.77
20 January 2021,Dining Out,2514.53,2020.26,110.75
20 April 2021,Dining Out,2592.7,3213.84,149.92
15 April 2022,Dining Out,1852.48,3311.72,2043.73
15 May 2022,Dining Out,2530.32,2586.62,465.52
11 March 2023,Dining Out,2824.47,1998.13,2342.83
07 September 2023,Dining Out,2267.59,4031.38,705.51
26 January 2020,Dining Out,2389.09,3631.02,567.04
21 November 2020,Dining Out,1845.43,2759.85,2049.88
17 September 2021,Dining Out,2578.3,3534.87,1294.21
10 May 2023,Dining Out,3069.22,4143,594.21
09 July 2023,Dining Out,3950.61,1223.08,5119.35
06 November 2023,Dining Out,3943.01,2163.91,206.32
25 February 2020,Dining Out,3742.75,985.01,5017.51
17 September 2021,Dining Out,3327.51,2672.82,649.38
17 October 2021,Dining Out,2507.11,2742.81,1881.91
11 March 2023,Dining Out,3158.46,3231.39,1967.46
10 May 2023,Dining Out,1858.01,2028.28,1941.86
07 October 2023,Dining Out,2842.35,3668.64,1185.4
01 January 2019,Dining Out,2531.55,2666.98,1076.02
31 May 2019,Dining Out,2635.5,2063.44,3995.53
14 February 2022,Dining Out,2264.17,1731.26,3457.96
11 December 2022,Dining Out,3308.23,3862.75,96.7
10 January 2023,Dining Out,2490.08,3147.04,929.98
31 January 2019,Dining Out,2914.5,2616.04,3867.45
28 September 2019,Dining Out,2896.57,3696.96,878.31
25 February 2020,Dining Out,2967.63,3249.94,2107.54
19 July 2021,Dining Out,2564.72,3200.27,2358.92
16 December 2021,Dining Out,2409.76,4273.94,400.85
11 December 2022,Dining Out,2718.06,3268.16,1633.39
10 April 2023,Dining Out,2459.96,2528.99,414.38
17 October 2021,Dining Out,2272.88,3798.56,731.75
10 April 2023,Dining Out,3034.19,2966.3,1444.57
06 November 2023,Dining Out,2877.53,3685.93,989.3
28 September 2019,Dining Out,2778.01,3569.71,999.87
16 November 2021,Dining Out,2377.03,3497.65,401.01
11 March 2023,Dining Out,3218.28,3671.37,2189.68
08 August 2023,Dining Out,2848.01,3617.96,1965.26
01 April 2019,Dining Out,1748.6,2536.01,2185.13
27 November 2019,Dining Out,3572.97,2293.94,257.63
21 March 2021,Dining Out,3710.16,528.43,2036.09
11 December 2022,Dining Out,2220.19,2328.58,1671.44
28 September 2019,Dining Out,2194.05,3077.46,626.83
27 December 2019,Dining Out,2343.12,2621.82,947.11
23 August 2020,Dining Out,2505.21,1950.82,3707.96
19 February 2021,Dining Out,3195.68,1357.21,1546.56
21 March 2021,Dining Out,3359.46,3154.73,1173.04
16 November 2021,Dining Out,3218.67,3254.23,219.26
14 February 2022,Dining Out,3203.3,2946.21,602.42
15 April 2022,Dining Out,3469.88,3328.07,1551.54
09 February 2023,Dining Out,2451.36,3365.25,726.37
09 July 2023,Dining Out,2712.58,3080.73,757.24
02 March 2019,Dining Out,3514.24,1600.09,3812.22
28 September 2019,Dining Out,2691.5,3018.16,1026.91
25 May 2020,Dining Out,2256.79,2312.95,1597.3
24 June 2020,Dining Out,3247.58,1861.96,309.41
22 October 2020,Dining Out,3156.62,3656.95,2005.95
20 April 2021,Dining Out,3104.11,2968.69,176.95
12 September 2022,Dining Out,3851.46,1461.78,4097.11
01 April 2019,Dining Out,3828.46,3192.79,1783.12
31 May 2019,Dining Out,2795.75,1889.03,1502.02
20 May 2021,Dining Out,2344.17,2789.89,2444.88
16 November 2021,Dining Out,3391.34,3303.06,1595.91
11 December 2022,Dining Out,1451.79,3572.89,276.74
31 January 2019,Dining Out,2904.2,2785.55,107.2
02 March 2019,Dining Out,2463,2387.72,2406.35
28 October 2019,Dining Out,2844.53,2998.19,1571.54
25 May 2020,Dining Out,2344.06,2769,809.14
23 August 2020,Dining Out,3624.04,3129.31,200.98
19 February 2021,Dining Out,2673.76,2477.5,2346.23
20 May 2021,Dining Out,2727.19,3729.55,236.39
29 August 2019,Education,2813.81,2628.56,2136.55
15 January 2022,Education,3381.24,2785.21,1491.78
14 July 2022,Education,2422.02,3117.55,958.64
10 May 2023,Education,2182.29,3768.84,804.54
09 June 2023,Education,2369.23,1663.92,1137
06 November 2023,Education,3075.67,3518.15,1948.62
02 March 2019,Education,2257.94,2243.56,1753.87
27 November 2019,Education,2658.66,3352.63,276.88
10 January 2023,Education,2618.46,2446.52,1939.41
09 June 2023,Education,2685.73,3601.36,1509.72
20 April 2021,Education,3016.3,2536.07,656.58
30 July 2019,Education,2757.69,1566.09,2452.22
23 August 2020,Education,2972.64,3857.51,1128.17
20 April 2021,Education,2901.07,3948.03,680.85
10 January 2023,Education,2889.56,3116.6,1034.92
21 November 2020,Education,2292.18,1869.67,607.25
19 February 2021,Education,3195.33,2571.24,1217.82
16 December 2021,Education,2152.96,2452.8,1420.64
18 August 2021,Education,2378.91,1498.72,3973.06
17 September 2021,Education,2186.93,2345.05,2206.81
15 May 2022,Education,3144.45,1838.24,2528.58
27 November 2019,Education,3144.24,3422.85,1733.98
25 May 2020,Education,2607.6,3238.35,2514.99
21 November 2020,Education,3028.42,1601.81,1699.28
11 March 2023,Education,2936.19,2454.77,513.26
10 May 2023,Education,2800.92,3619.57,145.03
01 January 2019,Education,1668.02,2530.98,1925.09
17 September 2021,Education,3870.71,2203.69,184.51
14 February 2022,Education,2402.42,3027.02,3733.36
14 June 2022,Education,2826.45,3282.4,1926.11
13 August 2022,Education,2830.27,2078.66,1579.97
11 December 2022,Education,2977.31,4016,797.44
07 October 2023,Education,3649.27,2189.73,1608.65
22 October 2020,Education,3568.2,2134.54,1087.58
21 March 2021,Education,3192.36,3895.79,261.36
20 April 2021,Education,3413.38,3419.63,1765.96
16 December 2021,Education,2854.08,3131.09,1270
10 January 2023,Education,2507.59,2554.59,211.5
07 September 2023,Education,3568.93,2615.78,739.14
31 May 2019,Education,2071.66,2002.82,2357.96
30 July 2019,Education,3353.53,2996.72,2099.06
27 December 2019,Education,3119.23,2659.34,1836.61
26 March 2020,Education,3095.01,2853.5,727.19
23 August 2020,Education,2227.76,3795.83,1262.5
17 September 2021,Education,2797.43,2698.31,1618.53
12 October 2022,Education,2132.46,2455.22,1786.69
08 August 2023,Education,2791.84,3708.07,254.16
07 September 2023,Education,2275.42,3471.66,928.65
07 October 2023,Education,2823.33,3513.19,2067.33
28 October 2019,Education,2941.72,2406.9,1813.57
27 December 2019,Education,2156.62,3519.52,31.9
14 June 2022,Education,1898.91,1888.35,164.35
11 November 2022,Education,3180.42,2880.23,2381.18
09 February 2023,Education,3345.62,2488.32,1786.1
31 May 2019,Education,2862.18,3267.77,374.11
27 December 2019,Education,3487.54,2482.21,927
09 July 2023,Education,2535.11,2923.05,748.04
08 August 2023,Education,3251.07,4018.05,179.83
31 May 2019,Education,2800.15,2730.88,1666.1
20 May 2021,Education,2740.38,2383.53,2227.47
02 March 2019,Education,2382.26,2663.94,1775.81
22 September 2020,Education,2533.99,2389.62,2922.55
14 July 2022,Education,2926.18,2571.85,3070.03
11 March 2023,Education,3623.76,2846.96,2581.38
01 April 2019,Education,3113.11,4475.26,553.19
15 April 2022,Education,2518.02,3287.42,431.2
11 November 2022,Education,2957.13,2302.19,1148.51
11 March 2023,Education,2648.6,1646.82,1586.95
31 January 2019,Education,2407.96,3338.49,1957.72
29 August 2019,Education,2489.35,2279.8,2502.56
28 September 2019,Education,3037.85,3621.65,1748.79
25 April 2020,Education,3174.14,2307.9,2404.73
24 July 2020,Education,2770.25,2774.64,522.51
16 December 2021,Education,3068.14,2448.13,1733.74
11 November 2022,Education,3141.57,2260.29,1878.92
22 September 2020,Education,3032.44,1098.96,3561.58
21 December 2020,Education,2181,3184.46,1060.4
19 June 2021,Education,2370.73,2414.2,2613.03
16 December 2021,Education,3056.15,2144.65,1429.38
09 June 2023,Education,3223.4,2333.25,1541.97
07 October 2023,Education,2829.91,2379.73,1773.73
28 September 2019,Education,2391.93,4006.81,46.66
26 January 2020,Education,2058.94,2688.39,675.2
15 May 2022,Education,3309.57,4833.38,307.93
14 July 2022,Education,3632.74,1994.19,2672.7
11 November 2022,Education,2606.41,2172.89,2434.83
24 July 2020,Education,3011.21,2575.75,1531.25
17 September 2021,Education,2199.51,3309.43,866.9
09 July 2023,Education,3145.49,2147.13,1266.44
07 October 2023,Education,2861.68,2609.64,2177.27
06 November 2023,Education,2802.2,3903.22,1116.63
31 May 2019,Education,2103.96,3409.29,390.12
13 August 2022,Education,3041.13,4479.33,1053.65
12 September 2022,Education,2480.78,2948.37,481.38
11 December 2022,Education,2768.65,1850.84,2799.61
09 July 2023,Education,2535.7,3865.95,660.36
07 September 2023,Education,2837.72,3095.67,3342.88
30 June 2019,Education,2704.44,2204.49,1925.59
